,Document,Treaty Name,Council Start Date,Council End Date,Council City,Council State,Speaker,Position,Native | Non-Native,Tribe or Ethnicity,Text,neg,pos,neu,compound,Negative,Positive,start_year,start_month,start_day,end_year,end_month,end_day
92,1778-06-29.txt,Treaty of 1778-06-30,1778-06-29,1778-06-29,Detroit,Michigan,Henry Hamilton,Liutenant Governor ,Non-Native,British,"Children! I have listened to you with attention. I am glad to find you did not meet with any obstacle in your way, you are wellcome, as I know the loss you have met with in the death of your great Chief Wa-bene-kiah & his son & some others, has justly grieved you very much, I shall condole with you before I enter into any discourse. Then according to their custom condoled with them, by giving White Wampum, black strouds &c. &c. to cover the graves and bones of their dead & told them they should get a small quantity of Rum every day while they remained here & when they went away would receive a little to take to their villages &c. - - To morrow morning I shall meet you again & let you know (according to your desire) my Sentiments as well as those of all the nations in this neigh- borhood. In the mean time here is a party of my children the Poutawattamies who are going to war, I am glad you will have an opportunity to see them before they go away, by which you may judge of the intentions of the rest. Children! You are assembled here to hear what I have to say to you, I pray you to pay attention, and I shall also hear what you may have to say. Six strings wanpum to each nation. Children! I am happy that you found the road so clear as you expressed to me the 29th June. I hope that your young men, &c., will trace the same path, & come in to see their Father. I should like to communicate to you the news we have received & what I have already communicated to all my children. The Rebells at the beginning of these troubles had the advantage in Can- ada, at that time we had nothing to apprehend or to fear; & had no occa- sion to have a number of troops. The Indians in this neighborhood at the beginning of this affair came to me & demanded an axe to act against the Rebells, who had rebell’d against their King & who meant to inhabit their lands. I told them, children, you had better wait untill we hear further; perhaps the King may command you to take the axe; that we may all act in concert throughout the colonies. What could they have done last war, if the King had not given them assistance 2 I speak to you of these things knowing you will know I speak the truth.—I speak to you who are an ancient nation—you know that last war the Spaniards joined the French & were obliged at last to ask peace—The English Forces have taken N. York, Boston, & Philadelphia, and driven the Rebels wherever they dare face them both by land & sea, & I believe in a little time the King will bring their Necks under his feet, & whenever they acknowledge their disobedience & return to their duty, The King will then acknowledge them for his children. The rebels not contented to act against their sovereign have also acted against the Indian nations and want to dispossess them of their Lands, the King always attentive to his dutyfull children ordered the axe to be put into the hands of his Indian children in order to drive the Rebels from their Land, while his ships of war & armys clear'd them from the sea. Children These strings are to remind you that the King never tried to take any of your Lands, but that it was the rebels, Six strings to each nation. Children! I now speak to you the three nations on the Ouabach to inform you that the Ottawas, Chippawas, Hurons, Pouatattamies, Senecas, Shawa- nese, &c. have hold of their father’s axe, & are all of one voice & will not burry it, untill the King their Father shall order peace. Thirteen strings. Children! It would have given me pleasure to have seen you here assembled in Council at the time it was held, but as you came too late, you will be in- formed of the Proceedings by some of your Friends or the Interpreters. Children! I am glad to see you all composed. What I am now going to say is of importance to you, your wives and children. I heard that the Spaniards have given sucor to the Rebels and given them what assistance they could. Notwithstanding they were rebels against their King & enemies to the Indian nations. I have heard that the Spaniards have said to you the Indians on the Ouabach, that they owned the Lands there, & that the King of England had no claims thereto. —I desire to know from you if it be true or not ? Is it possible that the Spaniards have forgotten already that they were obliged to ask for peace from the King of Great Britain & don’t they know that the King will protect his children the Indians in the security of their Lands & that no power whatever shall dispossess them—I give you the three nations, Qui-qua-bones, Wea & Mascontins each a Belt to assure you that the King will protect you from any power that may attempt to invade your just rights I have the King's orders to protect those that shall shew themselves his children. I don’t want to purchase your friendship with Liquor. The King knowing that his children who act with his axe, are unable to provide for themselves, has accordingly provided for them. I am persuaded you have worn out your shoes &c., I shall therefore give you something that when you return, your people may see you have given me your hands and are well received and perhaps they may tread the path you have done. I am well assured that the Delawares have acted in favour of the rebels, I have accordingly in Council deliver'd a Belt in my name and that of all the Nations neighboring here around and in the name of the six nations, that if they still continued to favor the Rebels, that I would with all my children look on them as rebels. The Lieutenant Governor changed their Medals and told them that they were from the King, he looks on you as his children, therefore wishes you should ware his picture, you not having any other Father but him, (Note) a medal given to Mahin-amba in lieu of a small English medal received in 1764. A Medal to Me-lou-son-ata in lieu of a french medal. A Do to Pi-e-mash-kee-canny in lieu of a Ditto. A Do to Sa-pa-ti-a who had not any before. Children! As you are all here present and wanting to return, I will finish what I have to say to you before we break up this meeting. I cannot but praise the behaviour of the Indian nations who have taken hold of their Father’s axe and who have acted as men. I hope you’ll act the same part and not redden your axe with with the blood of Women and Children or innocent men. I know that men, kill men and not children. I speak to you who are men. Fourteen strings. Ta-pa-ti-a then spoke: Father—You are in the right to ask of us our sentiments, we will inform you, we acknowledge you say right when you say this island is yours, it is true, some birds have told us otherwise, but we have not paid any atten- tion to them, we address ourselves to you, who is our true Father. Who are the Chiefs, that pretend to be ignorant that the French King has been conquered by the English. We the Indians on the Ouabash never pretend to go the Spanish side for succour, but come to your side as you are our Father, even the least of our children will know that we are at present the King of England’s children as we have been conquered by you. As to the Bigknives, we know them, we have rec’d your Belt in our Village, one of our chiefs is gone to take a walk with it towards them, he will soon return. All our War Chiefs are much pleased to go against the Virginians and act in concert with their brothers. Onr intention is never to act against children, but against men. We thank you for saying you’ll take care of us, we are assured that our young men will tread the path which we found so clear and smooth. Children! I am glad to hear you express your sentiments, agreeably to those of the other nations. Qui-qua-po-quois then spoke: Father! You are in the right to think that the Spaniards try to draw us to them, the son of old Tobacco, who is a pian in company with another were on the spanish side & asked us to go, we would not, we told them we had you for a father—we saw a road and our eyes were open, & we followed your path well beaten. Father! Believe that we the Wea, Qul-qua-bones and Mascontins are all as one man and we are sincere for you—don’t imagine that altho’ we go for ""Rum to the Spaniards that they have our hearts! 3rd July 1778. The Chiefs &c. assembled as the 1st July. The Lieut Gov. then presented an axe to Cha-ka Wea war Chiefs, told him that as he sang on the axe belonging to Peemembekeetach (a Poutawatoamé War chief) he now presented him an axe for his use to act against those people who want to possess themselves of your Land it’s the King’s command that I put this axe into your hands to act against His Majesty’s Enemies. I pray the Master of Life to give you success as also your warriors, wherever you go with your Father’s axe. Cha-ha Ouiattonon War Chief received the axe with marks of satisfaction and sang the War song & presented it to a Ouiattonon War Chief who sang & presented it to Mis-quitto, Qui-qua-bones War Chief who sang and said Father! I have never as yet sang the war song, I am but a young man, notwithstanding I have killed men, I shall endeavor to sing.—Sings. Lieut Governor then spoke: I thank you Misquitto for having sharpened the Ouiattonon’s axe, I pre- sent you this axe (giving a War Belt) to use against the King’s Enemies, I am persuaded the Wea will sharpen it for you in 1eturn. Misquitto sings the war song & presents it to Cha-ha, Ouiattonon W. C. Cha-ha then spoke: Father! It gives me pleasure to see you have given the Qui-qua-bones, an axe, and that we the Wea should sharpen it as for my part I am almost ashamed to say anything as the Qui-qua-bones are greater warriors than we are. Sings. Lieutenant Governor presented a certificate to Qui-qua-po-quois for his attachment to His Majesty & Government. Ta-pa-ti-a spoke: Father! We return you thanks for your attention towards us, you have asked us what time we want to return to our villages. We answer you that we want to return directly if possible. You know that we Village chiefs have nothing to say in war, when we get at our villages, shall interpret everything which occurred to our War Chiefs who know how to act in War. Father! We hope you’ll provide us with Water carriages that we may be enabled to return speedyly. we are assured that everything is at your com- mand, therefore you can order us some with ease. Children! I have attended to what you have said, the same water carriages which brought you here shall take you back, as to what regards my children, I assure you I never shew more favor to one nation than another. I look on them as with one Eye and use them all alike. I have nothing more to say but to wish you all a good voyage & a safe return to your Villages.",0.089,0.107,0.804,0.9942,False,True,1778,6,29,1778,6,29
93,1778-09-24.txt,Treaty of 1778-09-24,1778-09-24,1778-09-24,,,Henry Hamilton,Liutenant Governor ,Non-Native,British,"Children! What you have said is very pleasing to me and nothing more than what I expected from you. Your behaviour has been so uniform for this three years, since I have been among you that I have not had the least reason to reproach you, and am very happy to find upon this occasion, that you are still of the same mind you have always been of; & have only to recommend a continuance of your behavior & to always remember your Father who has authorized me to listen to your demands and assist you. As to your Brethren, the Hurons, I cannot yet say they are backward, this rainy weather (which is a lucky circumstance for us, as it will raise the water) has probably prevented their coming in, for they have never shewn the least disobedience & I believe they are of the same mind with you. Children! Your Father Captn Lernoult here present will take care of your wives and children in my absence. His words and mine are the same; you see we are all united and of one mind. ",0.007,0.109,0.883,0.9601,False,True,1778,9,24,1778,9,24
94,1778-09-27.txt,Treaty of 1778-09-27,1778-09-27,1778-09-27,Detroit ,Michigan,,Virginians,Non-Native,Virginia,"My children ! We wait for you with great impatience and we invite you to come promptly for at the end of the other moon we will set off to go to see your English Father who is at Detroit. Come now to look for what you want and you will find all that is necessary for you. We are not doing like your father giving you a little rum ; with us it is as water, we make it ourselves. You may believe that we are numerous and that we will make an end of your father, who is at Detroit. We regard him as a fish which we are about to take on the end of a line. As for the Indians who are with him we regard them as nothing, we will sweep the roads with their bodies, and we will make a passage for you to supply your needs. Hasten to come because we will go with you as far as the Miamis. End of the speech by four branches of white porcelain.",0.027,0.054,0.919,0.5834,False,True,1778,9,27,1778,9,27
95,1786-12-24.txt,Treaty of 1786-12-24,1786-12-24,1786-12-24,Detroit,Michigan,Captain Brandt,Captain,Non-Native,British,"Father and Brethren, Listen to us with attention; You are well acquainted that we went to the Shawnese Country to hold Council there, you are also sensible of what happened to us, and what passed afterwards and what obliged us to reassemble at the mouth of this River, our business at these places we shall now explain to you it being final settled. The reason that called us to Council at those different places is that the Americans have given us great trouble since the peace concluded between you and them, in which we, the Indians were left out. Although it was our attachment to you that led us into your disputes, the treatment we have met with from the Americans has involved us in great difficulty and trouble, but we have at last agreed how to act in this important matter, which is to send a letter to Congress and propose for them to come and meet us half way between their conntry and ours, to treat with them on matters which may be mutually beneficial to us both. If they are so disposed, particularly respecting the Establishing a boundary line, as the only certain means of procuring a lasting peace between them and us We mean to do it on as reasonable terms as Equity and justice to ourselves will permit. The first steps we desire them to take, is to forbid their people crossing the Ohio River till our negotiation will take place, which we propose to be in about four months from this day. we have for this end appointed deputies from our late Councils to go to all the nations both South ward and Westward to make them acquainted with our resolutions, and to require them to be in readiness and to assemble by the time appointed, to defend themselves & their rights if necessity requires, but in the mean time to keep within their own limits untill we see farther. This, Father and Brethren, is the purport of our late Council at the Huron Village and which we finish on the 18th Instant. Father and Brethren, We have now told you the heads of the different matters that were transacted at our late Council, and we earnestly beg of you to reflect seriously upon the consequences and our critical situation. It was from an attachment to your interests that we made enemies of the Americans, and we are still involved in hostilities, whilst you are enjoying the blessings of Peace, of which we, your allies, have not hitherto felt the good effects. This you must acknowledge yourselves is a hardship, we again earnestly require your reflections upon our situation. you are not ignorant of the ad vantages the Americans would take of us, had they it in their power. We request as the great Representative of the King is now arrived on this Continent, that the English will give us such ample answers as the importance of the subject requires, we call it a subject of importance as our future welfare depends much upon the present prudent management of our affairs. We beg that there may be no delay on your part, to give us an answer, as our affairs with the Americans must absolutely be determined in about five months. Hence We will be happy if the English would previous to that period give us a determined answer, which we may rely on, and by all means freely to speak their sentiments, as far as it is consistent with the nature of our alliance.",0.046,0.153,0.8,0.9972,False,True,1786,12,24,1786,12,24
96,1788-07-18.txt,Treaty of 1788-07-18,1899-12-30,1899-12-30,Detroit,Michigan,Major De Peyster,Major,Non-Native,British,"Children ! the Shawnee and Delawares: You have heard what your Brethren the Six Nations have had to say to you, as they came here with the Express from Niagara and must return immediately, I shall say a few words to you in their presence by them I have received letters from the Commander in Chief, and the officer who commands at Niagara, the latter is much surprised to hear that you would allow an Enemy to surprise you in your own Country without you knowing of their approach, he tells me he is ready to give us assistance whenever I should require any, and wishes us to be strong, not to be discouraged but keep a good look out that you be no more taken by surprise he says that the Six Nations have had all their Villages taken by the Enemy, yet they are strong, but now that we are all in arms it is impossible that the Enemy cut off any of our Villages while we are on our guard. Children! Upon the reports sent to me before this last, I wrote to the Commander in Chief who has sent the 34th Regiment, part of which was to come here with the Indian Goods last Fall, but The season would not admit their crossing Lake Erie, this I tell you in the hearing of the Six Nation Indians as they have seen them. Children! I repeat to you again that the only way of maintaining our Villages is to do as the Great man advises us, which is to keep close to each other and be strong, for by dividing ourselves we lessen our strength this is all I shall say to you until I see your people in greater numbers at which time I shall speak more fully",0.058,0.124,0.819,0.9621,False,True,1899,12,30,1899,12,30
97,1783-06-28.txt,Treaty of 1783-06-28,1783-06-28,1783-06-28,Detroit,Michigan,Major De Peyster,Major,Non-Native,British,"Children! I salute you all, the son of the Crooked Legs in particular as he is the first Chief amongst you. I return you thanks for the prisoners you brought me, which I accept with pleasure. It's not long since you accepted the ax, but for the time, you have had it you have done your duty. You have always acted with humanity towards your prisoners, in so doing, you did as I directed, 1 told you that the time would come, that it would be of service to you the time is now come, for all Powers at War have given each other the hand and are at Peace. You tell me Children, that by assisting your English Father you are in danger of losing your lands, I do not tell you that it is so. I tell you the World is now at Peace and you have saved your Lands, but had you not defended them agreeable to my desire, the Americans would have taken them from you I only give you this answer to what you have said to me for as yet I have not received the particulars of the Peace You say that you are almost naked, I am therefore sorry you have not brought wherewith to provide your wants, the reason why I am sorry is because at this time I have not wherewithal to supply you, but ere long I hope to have it in my power to do so If I receive anything for my Children, from below, depend upon it I shall distribute them, if not, they cannot expect anything, as to the Son of the Crooked Legs I here repeat my thanks for the Prisoner and I shall give orders that he be rewarded. Children ! I inform you that the Peace is concluded, the particulars I shall communicate to you as soon as they come to hand and if any Goods arrive, I shall deliver them among my children in general.",0.082,0.148,0.77,0.9788,False,True,1783,6,28,1783,6,28
98,1783-08-14.txt,Treaty of 1783-08-14,1783-08-14,1783-08-14,Philadelphia,Pennsylvania,Colonel George Morgan,Colonel,Non-Native,British,"Brothers, Two days ago I spoke to my Friend Sha-qui, an, dah, que who I know to be a very wise man, and, as I know both of you to be wise men, I now speak to you both, and desire you will listen to me.Brothers The Chiefs and Warriors of the Six Nations have been a long time Drunk and possessed with the Evil Spirit They are now getting sober and coming to themselves: therefore I desire you to ask them to sit down, and tell you what they have been about. Brothers Perhaps your Chiefs & Warriours may not love to tell you what they have been about, but you and I know all. They have broke in pieces and destroyed the chain of Friendship which your wise ancestors made with ours They have totally extinguished the Council Fire, which we had lighted up They have struck us, whilst we smoked around that Council Fire, and had fast hold of your chain of Friendship They join'd with the English to make Dogs of us They have found themselves mistaken, and have them- selves submitted to become Dogs to the English. This is what they have done.Brothers, The Great Council of the United States, which we call Congress, have determined to treat all the Indian Nations as Brethren, and will appoint some wise persons to call upon each Nation, in order to make a new Chain of Friendship Therefore I recommend to you, to call all the Chiefs of your Nations together, and consult with yourselves what will be most for your good to do If I can be of any Service, send a Belt for me & I will come to your meeting.Brothers When you have fully considered your situation, and determined what will be best for you to do, for the good of your Women & Children, send a Deputation to Congress with your proposals, and let me advise you to employ some person who is honest, and who can write down what you say, so that you may not be deceived or misunderstood.Brothers I have two of your nephews who live with me as my sons They go to school every day, and I hope they will grow up to be good men I don't keep them as Slaves but as my own children. I desire that you will take good care of our Flesh and Blood which is amongst you, and restore them to me, when we meet, or when Congress send for them.",0.054,0.204,0.741,0.9974,False,True,1783,8,14,1783,8,14
99,1783-09-06.txt,Treaty of 1783-09-06,1783-09-06,1783-09-08,Lower Sandusky,Ohio,Alex McKee,Scots-Irish,Non-Native,British,"Children! After saluting the several Nations now assembled at this Council Fire. I am to acquaint you that in consequence of Instructions sent to me by Brigadier General Sir John Johnson Superintendent General of all Indian Affairs in Canada, I am come here to meet you having found it expedient to call you together at this place in order to avoid delay in apprising of the Councils lately lirld by him with the Six Nations at Niagara especially as your immediate conformity thereto appears absolutely necessary for your future welfare and happiness as well as suitable to the good of your Father the King of Great Britain's Service. Therefore I desire you may listen with attention, that which is now delivered to you may make a proper impression upon your minds, and that you may be enabled thereby to reap the benefits of good advice. Children ! The kind concern expressed by your Fathers the English upon all occasions for the Losses sustained by you during the War, & which at the late meeting held with you at Detroit, has been already covered over by your Father Lieut Col. De Peyster, makes it unnecessary for me to add snore upon the subject, than that I hope it has been sufficient to ease your minds & prepare your hearts to receive with satisfaction the tidings of Peace, which is now communicated to us by Brig. General Sir John Johnson whom His Majesty has been graciously pleased to appoint to preside over all your affairs. His speech to the Six Nations is as follows, that ""although the King your Father has found It necessary for the happiness & ease of his more Domestic Subjects, to conclude a long, bloody, expensive and unnatural war by a Peace which seems to give you great uneasiness on account of the boundary Line agreed upon between His Majesty's Commissioners and those of the United States: yet you are not to believe, or even think that by the Line which has been described, it was meant to  deprive you of an extent of country, of which the right of Soil belongs to, and is in yourselves as Sole Proprietors, as far as the boundary Line agreed upon and Established in the most Solemn and public manner in the presence and with the consent of the Governors and Commissioners deputed by the different Colonies for that purpose: by your late worthy Friend Sir Wm. Johnson in the year 1768, at Fort Stanwix. Neither can I harbour an idea that the United States will act so unjustly or impolitically as to endeavour to deprive you of any part of your country under the pretext of having conquered it. The King still considers you his faithful allies as his children, & will continue to promote your happiness by his protection and encouragement of your usual intercourse with Trade, & all other benefits in his power to afford you. Therefore I do in the most earnest manner recommend to you for your own advantage, to bear your Losses with manly fortitude, forgiving & forgetting what is past, looking forward in full hopes and expectation that on the return of the Blessings of Peace, and cool and just reflection, all animosity and enmity will cease, conciliation succeed, and Friendship be renewed, and as a proof of your Inclination to promote that desirable end, let me once more recommend to you to collect and give up without exception all Prisoners that may be yet among you, and as an inducement to comply with what I recommend, and as a proof of His Majesty's Bounty and attention: I have brought up a large assortment of every thing necessary to supply your wants.Children! This speech is so fully expressive of everything that at present concerns your Interests, I have only to add that I earnestly enjoin the several Nations present to a strict adherence and compliance thereto, & I am happy to have it in my power at this time to deliver you a part of the Cloathing mentioned, which I natter myself will fulfill the Engagements heretofore made to you, and convince you that your Fathers attention is extended to all his children and having finished what I have to say on our Part, I desire your attention to the Deputies of the Six Nations, who will lay before you the late Councils held at Niagara.I am rather surprised that you pretend ignorance of the business we came upon, when I had a meeting with you before I left Detroit on the arrival of the Deputies from the Six Nations. I told you they came to promote the general good, and that I thought it necessary for some chiefs to accompany me and their Elder Bretheren to this side of the Lake, in order to inform the several nations who are situated near the Americans of the particulars we have received of the Peace, that they may take care not to put themselves in the way of bringing mischief, upon themselves. What has now passed this day before this Assembly, is meant for your good, only, if you duly attend thereto, and as to the giving up of Prisoners, it has ever been a custom both with you and the white People, at the conclusion of a Peace to give them up. Therefore as that is now the case you can no longer consider yourselves deceived.Children! I return you my hearty thanks for your readiness, in complying with the requisition made by your Father and I am rejoiced to see you so unanimous in doing right. It fulfills the good end of my meeting you at this place, which is to promote your happiness and welfare, and I am well pleased to find you all so strong in this good work, and that a single breath which rashly blows, can have no effect in turning you aside from the strait path laid before you by your Father and Elder Brethren the Six Nations, who in the most solemn manner yesterday renewed the union of your Hearts & Interests, to enable you to speak and act like one man whilst you continue to do this, there can be no doubt but you will prosper in your endeavours to live happy.
",0.034,0.135,0.831,0.9977,False,True,1783,9,6,1783,9,8
100,1754-06-21.txt,Treaty of 1754,1754-06-20,1754-06-21,,,,,Non-Native,British,"Brethren — We are very glad to see you, and sorry that such reports 
disquiet you. The English do not intend to hurt you, or any of your 
allies ; this news, we know, must have been forged by the French, who 
are constantly treacherous, asserting the greatest falsehoods • whenever 
they think they will turn out to their advantage ; they speak well, promise fine things, but all from the lips outward ; whilst their heart is corrupted and full of venomous poison. You have been their children, and 
they would have done every thing for you, but they no sooner thought 
themselves strong enough, than they returned to their natural pride, and 
drove you off from your lands, declaring you had no right on the Ohio.
The English your real friends, are too generous, to think of using the Six 
Nations, their faithful allies, in like manner ; when you made your address to the Governors of Virginia and Pennsylvania ; they, at your repeated request, sent an army to maintain your rights ;t to put you in the 
possession of your lands, and to take care of your wives and children, to 
dispossess the French, to support your prerogatives, and to make that 
whole country sure to you ; for those very ends are the English arms actually employed ; it is for the safety of your wives and your children, 
that we fight, and as this is the only motive of our conduct, we cannot 
reasonably doubt of being joined by the remaining part of your forces, to 
oppose the common enemy. 

Those that will not join us, shall be answerable for whatever may be 
the consequence ; we only desire your brethren to choose that side which 
shall be most agreeable to them. 

The Indians of the Six Nations are those, who have the most interest 
in this war; for them it is that we fight ; and it would greatly trouble me 
to do them the least hurt ; we have engaged in this war in order to assist 
and protect you ; our arms are open to receive you, and our hands ready 
to nourish your families during the course of this war. The Governor 
of Virginia has often desired they might be sent to him, that he might 
see them in person, nourish and clothe them according to their own desire ; but as you could not be determined to send them to him, we are 
ready to share in a friendly manner, all our provisions with you, and 
shall take such measures, and give such orders, that enough shall be 
brought to maintain your wives and children. Such a conduct will evidently prove how much more the English love and esteem their allies the 
Six Nations! I than the French do. As we have drawn the sword in 
your cause, and in your defense, delay not one moment, be no more in 
suspense, but put your wives and children under our protection ; and they 
shall find plenty of provisions ; in the mean while, set your young men 
and your warrior to sharpen their hatchets, in order to join and unite 
with us vigorously in our battles. 

The presents, my brethren, which I offer you, is not so considerable 
as I could wish, but 1 expect in a short time a quantity of goods, which 
are to be at my disposal, in order to reward those who shall have shown 
themselves brave and active on this occasion ; however, I shall recompense them most generously.It la true that the Indians of the Six Nations have inhabited the borders of the Ohio; neither do they pretend any right to them, but the English who, in America, tie them as friends and allies, would fain persuade them, that the borders of the Ohio belong to the Six Cantons, under pretense of some ancient wars that these had, with the Indians on the Ohio. And in Knrope they Insist, that that country belongs to England, and pretend that the Indians of the Six Nations, are its subjects. 

It Here the English confess, that country is none of theirs; of what can they then reproach the French ? 
It would more become the Indians of the Six Nations to complain; yet they do not. 

I So this is the reason of the war against the French, protection due to the Six Nations, who never 
complained. 

I The grand argument of the English in Europe, to assume the country which lies on the other aide of Appalachian mountains, is, that the Six Nations are their subjects, how can we reconcile that, with the reaeouiuga they hold with the Six Nations when they speak to them ? 


Be of good courage, my brethren, deliver your country, and make it 
sure to your children ; let me know the thoughts of your hearts on this 
affair, that I may give an account of your sentiments to your great friend 
and brother, the Governor of Virginia. In order to assure yea of my 
sincerity and esteem, I present you this belt. 
",0.085,0.163,0.752,0.9973,False,True,1754,6,20,1754,6,21
101,1754-06-21.txt,Treaty of 1754,1754-06-20,1754-06-21,,,,,Non-Native,British,"Brethren, by your open and generous conduct on this occasion, you 
have made yourself dearer to us than ever ; we return you our thanks that 
you did not go to Venango, when the French first invited you there; 
their treating you in such a childish manner, as we perceive they do, raises in us a just and strong resentment. They call you their children, and 
speak to you, as if you in reality were children, and had no more understanding than such. 

Consider well my brethren, and compare all their discourse, and you 
will find that all it tends to, is to tell you, I am going to open your eyes, 
to unstop your ears, and such like words to no purpose, only proper to 
amuse children. You also observe brethren, that if they deliver a speech, 
or make a promise, and confirm it by a belt, they imagine it binds them 
no longer than they think it consistent with their interest to stand to it. 
They have given one example of it, and I will make you observe it, in the 
jump which they say they have made over the boundaries, which you had 
set them; which ought to stir you up my brethren, to a just anger, and 
cause you to embrace the favorable opportunity that we offer you, as we 
are come, at your request, to assist you, and by means of which, you may 
make them jump back again, with more speed than they advanced. 

A string of wampum. 

The French are continually telling you, not to give heed to the ill reports that are told you concerning them who are your fathers. If they did 
not know in their very souls, now richly they deserve it on your account, why should they suspect being accused ? Why should they forewarn you of it, in order to hinder you from believing what is told you 
concerning them ? With regard to what they tell you of us, our conduct 
alone will answer in our behalf; examine the truth yourselves ; you know 
the roads leading to our habitations, you have lived amongst us, you 
can speak our language; but in order to justify ourselves from whatever might be said against us, and assure you of our brotherly love ; we once more invite your old men, your wives and your children, to take 
sanctuary under our protection, and between our arms, in order to be plentifully fed, whilst your warriors, and young men join with ours, and expose 
together the common cause. 

A string of wampum. 

Brethren, we thank you with all our hearts, for having declared onto 
us, your resolution of accomplishing the engagements which you bad entered into, at the treaty of Loiston, and we can do no otherwise than 
praise your generous conduct with regard to your grand sons, the Shawanese ; it gives us infinite pleasure. 

We are greatly obliged to the counsel given you by Onondago, charging 
you to hold fast the chain of friendship by which we are bound ; I dare 
say, that had he known, bow nearly you are interested in this war, or 
that it is for the love of you, and at your request,t we have taken up arms, 
he would have ordered you to declare, and to act immediately against the 
common enemy of the Six Nations. In order to assure you of my affection, and to confirm the truth of what I have said, I present you these two 
great strings."" ",0.056,0.146,0.798,0.9958,False,True,1754,6,20,1754,6,21
103,1774-05-13.txt,Treaty of 1774-05-13,1774-05-13,1774-05-26,Newcomerstown,Ohio,Arthur St. Clair,General,Non-Native,British,"
        Brethren : (Six Nations and Delawares) We have heard your good  speeches, and I am come from your brother of Pennsylvania to thank you  for the care and pains you have taken to preserve the general peace. We  are determined to do all in our power to maintain the friendship that subsists  between us and our brethren, the Six Nations and Delawares entire ; but as  our people are alarmed at what has happened with the Shawanese, we  recommend it to you to prevent your people from hunting amongst us for  some time, as our people will not be able to distinguish betwixt them and  others. We wish, and will endeavor to keep the path open to our brethren,  and keep bright that chain of friendship betwixt us which was so long held  fast by their and our forefathers. Signed, Arthur St. Clair.   ",0.031,0.172,0.797,0.9604,False,True,1774,5,13,1774,5,26
104,1774-05-13.txt,Treaty of 1774-05-13,1774-05-13,1774-05-26,Newcomerstown,Ohio,,,Non-Native,British,"Brothers: We have heard the Shawanese answer to our message by  you, and we understand it ; we are sorry that they should be so foolish as  not to listen to reason ; but since we think they will not, we must desire  our brethren, the Delawares, to withdraw themselves from amongst them,  that no evil may happen them by accident, which would give us great concern. We, likewise, once more desire such of our brethren, the Six Nations, as may be amongst them to come away also, and listen to their own Chiefs as they have been often desired. We are sorry to think that the Shawanese want to destroy themselves, and be no longer a nation ; for if they attempt to kill any of us, for what has happened owing to bad young men, our warriors will fall upon them, and they must expect nothing but chastisement ; therefore, I must desire you, my brothers, to remove yourselves from those bad people, that we may know our friends. They say  that the traders among them shall return safe. I hope they speak true,  as that may be a great means to prevent mischief (A belt.)   Brethren : We clearly see that the road between you and us is open  if it were not for bad people, but we hope that will not prevent our intercourse with you as usual. We thank you for the mark of your friendship  in bringing in our people, the traders, safe to us; and we promise when  matters are better settled, they shall trade with you as formerly. (A belt.)  ",0.169,0.174,0.657,-0.0597,False,False,1774,5,13,1774,5,26
